window_s,backend,rank,winner,polarity,selected_policy,threshold,t_on,t_off,persistence_windows,calibration_real_only_fa_per_min,calibration_real_only_false_alert_time_ratio,validation_f1,validation_false_alerts_per_min,validation_false_alert_time_ratio,validation_ttfd_s,test_f1,test_false_alerts_per_min,test_false_alert_time_ratio,test_ttfd_s
58,efficientnet_b4,4,False,high,strict_0.10,0.37,0.37,0.27,2,0.0,0.0,0.352941,0.213777,0.597387,10.472905,0.315789,0.11335,0.183879,14.203817
58,effort_clip_l14,5,False,low,strict_0.10,0.25,0.25,0.15,1,0.1,0.033333,0.465116,0.249406,0.264846,10.257607,0.272727,0.264484,0.474811,13.12922
58,f3net,6,False,high,strict_0.10,0.49,0.49,0.49,3,0.0,0.0,0.5625,0.320665,0.712589,4.098702,0.333333,0.188917,0.293451,12.214744
59,i3d,1,True,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.142857,0.11509,0.427749,16.045536,0.436364,0.123626,0.581044,9.195549
59,effort_clip_l14,2,False,high,strict_0.10,0.9,0.9,0.8,2,0.0,0.0,0.333333,0.191816,0.496803,12.117595,0.488889,0.123626,0.25,10.032866
59,f3net,3,False,high,strict_0.10,0.58,0.58,0.48,1,0.0,0.0,0.592593,0.230179,0.452685,5.86331,0.653846,0.288462,0.290522,7.229232
59,xception_df40,4,False,low,strict_0.10,0.17,0.17,0.17,3,0.1,0.016667,0.5,0.230179,0.314578,9.761571,0.37037,0.164835,0.587912,9.958683
59,efficientnet_b4,5,False,high,strict_0.10,0.38,0.38,0.28,2,0.0,0.0,0.392157,0.230179,0.534527,10.509714,0.418605,0.123626,0.182692,13.041744
59,videomae,6,False,high,strict_0.10,0.48,0.48,0.38,2,0.0,0.0,0.212766,0.230179,0.540921,12.908702,0.409091,0.164835,0.256868,12.632561
60,effort_clip_l14,1,True,high,strict_0.10,0.9,0.9,0.8,2,0.0,0.0,0.391304,0.125,0.458333,12.243643,0.565217,0.16,0.32,7.564415
60,i3d,2,False,low,strict_0.10,0.31,0.31,0.26,2,0.0,0.0,0.05,0.125,0.541667,16.045536,0.52,0.16,0.48,9.232134
60,f3net,3,False,high,strict_0.10,0.58,0.58,0.48,1,0.0,0.0,0.716981,0.208333,0.333333,5.853298,0.75,0.2,0.2,7.041024
60,videomae,4,False,high,strict_0.10,0.47,0.47,0.37,2,0.0,0.0,0.56,0.208333,0.416667,8.730131,0.25641,0.2,0.36,13.519085
60,efficientnet_b4,5,False,low,strict_0.10,0.66,0.66,0.56,2,0.0,0.0,0.566038,0.25,0.5,7.059798,0.65625,0.36,0.72,3.60689
60,xception_df40,6,False,low,strict_0.10,0.17,0.17,0.17,3,0.0,0.0,0.530612,0.25,0.416667,8.209548,0.458333,0.16,0.48,10.019659
